text,target
"From: kirsch@staff.tc.umn.edu (Dave 'Almost Cursed the Jays' Kirsch)
Subject: Going to a Cubbies game ..  
Keywords: tickets?, parking?, parka?
Nntp-Posting-Host: staff.tc.umn.edu
Organization: Li'l Carlos and the Hormones
Distribution: usa  
Lines: 30

  Well, after suffering from an intense fit of Minnesota-induced cabin fever,
I've decided to road trip to Milwaukee and take in a couple of games this
weekend. A couple games at County stadium will be great to relieve tension, 
but I thought ""Why not go to Wrigley for a game too?""  

  I see the Cubs are playing the Phillies on Sat (2:05 start, I believe
that's Eastern time listed). I figured it would be fun to bounce down to
Wrigley for the day game and live it up a little. I'm wondering if anyone
(esp. Cubbie fans) have some advice on: 

  1) If I'm taking 41 (Skokie Hwy) south until it runs into 94, what's the 
     best way to get to Wrigley? I'm planning on getting there an hour or  
     two early and paying through the nose for parking to keep things easy. 

  2) Is it probable that I'll be able to walk up and get bleacher seats (2 or
     3) on game day? I figure since it's early in the year, Ryno's out and 
     the weather isn't great I should be able to get tickets. If not, what's 
     the best way to get advance tickets; can I call the Cubs' ticket office
     directly and pick up tickets at the will call window?  

  3) Any advice on where to eat before or after the game? 

  4) Do they allow inflatable I-luv-ewe dolls (present from Lundy) into the 
     bleachers? :-) 
 
-- 
Dave Hung Like a Jim Acker Slider Kirsch      Blue Jays - Do it again in '93 
kirsch@staff.tc.umn.edu                        New .. quotes out of context!
""Not to beat a dead horse, but it's been a couple o' weeks .. this 
 disappoints me..punishments..discharges..jackhammering.."" - Stephen Lawrence 
",5
"From: jon@bigdog (Jon Wright)
Subject: Anybody tape Daytona?
Organization: Pages Software Inc.
Lines: 13

In article <C5L5Fy.GH9@acsu.buffalo.edu> v060j5kb@ubvmsb.cc.buffalo.edu (Mark W  
Olszowy) writes:
> I haven't seen anything about it yet, but if it's already been mentioned I'm
> sorry for the repost.  Anyways, TNN is showing Daytona on Sunday April 18
> at 7:00pm to 8:30pm (EST).  Don't miss it.  It's got a hell of a finish!

Well, I looked for it and didn't manage to find it in my listings for TNN.  Has  
anybody taped it VHS, and could they be persuaded to lend it to me after they  
watch it?  I would be most greatful.
-- 
------------------------------------------------------------------------------
Jon Wright              ""Now how the hell did              Pages Software Inc.
DoD #0823              THAT come outa my mouth?""                  '86 VFR700f2
",4
"From: meg_arnold@qm.sri.com (Meg Arnold)
Subject: Botulinum Toxin, type A
Organization: SRI International
Lines: 24
Distribution: world
NNTP-Posting-Host: 128.18.35.50

I am looking for statistics on the prevalence of disorders that are
treatable with Botulinum Type A.  These disorders include: facial
dyskinesia, meige syndrome, hemifacial spasm, apraxia of eyelid openeing,
aberrant regeneration of the facial nerve, facial paralysis, strabismus,
spasmodic torticollis, muscle spasm, occupational dystonia (i.e. writers
cramp, etc.), spasmodic dysphonia, and temporal mandibular joint disease.

I realize many of the disorders I listed (such as ""muscle spasm"" !!) are
vaguely defined and may encompass a wide range of particular disorders.  My
apologies; the list was provided to me as is.  I have some numbers, but not
reliable.  

Any ideas on sources or, even bbetter, any actual figures (with source
listed)?

Many thanks,

- Meg

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
~  Meg Arnold, Business Intelligence Center, SRI International. ~ 
~  333 Ravenswood Avenue, Menlo Park, CA  94025.                ~     
~  phone: (415) 859-3764    internet: meg_arnold@qm.sri.com     ~
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
",8
"Subject: Re: Once tapped, your code is no good any more.
From: a_rubin@dsg4.dse.beckman.com (Arthur Rubin)
Distribution: na
Organization: Beckman Instruments, Inc.
Nntp-Posting-Host: dsg4.dse.beckman.com
Lines: 60

In <strnlghtC5nrHw.1qB@netcom.com> strnlght@netcom.com (David Sternlight) writes:

>In article <115863@bu.edu> uni@acs.bu.edu (Shaen Bernhardt) writes:

>>
>>I wish I could agree with you.  Ask yourself this.  Why would any private
>>sector entity wish to buy a crypto system that was KNOWN to be at least
>>partially compromised? (Key escrows in this instance)  Why would any
>>private sector entity wish to buy a crypto system that had not been properly
>>evaluated?  (i.e. algorythm not publically released)
>>The answer seems obvious to me, they wouldn't.  There is other hardware out
>>there not compromised.  DES as an example (triple DES as a better one.)

>What follows is my opinion. It is not asserted to be ""the truth"" so no
>flames, please.  It comes out of a background of 20 years as a senior
>corporate staff executive in two Fortune 50 companies.

No wonder American businesses are going down the tubes! :-|

>I'd be happy to use a crypto system supplied by the NSA for business, if
>they told me it was more secure than DES, and in particular resistant to
>attempts by Japanese, French, and other competitive companies and
>governments to break.

(It's NIST, not NSA.  NSA is not supposed to have anything to do with this.)
They didn't say that.  They said is was better than some commercial-grade
encryptions.  I, for one, wouldn't trust them if they did, unless they
release the algorithm for investigation.

>I'd be happy to do so even with escrowed keys, provided I was happy about
>the bona fides of the escrow agencies (the Federal Reserve would certainly
>satisfy me, as would something set up by one of the big 8 accounting firms).

Maybe the ACLU and EFF.  (It would have to be a non-profit, so the big 8
would be out.)

>I'd trust the NSA or the President if they stated there were no trap
>doors--I'd be even happier if a committee of independent experts examined
>the thing under seal of secrecy and reported back that it was secure.

I wouldn't trust the NSA.  I think I would trust the President on this, but
I'm not certain he would be told.

>I'd trust something from the NSA long before I'd trust something from some
>Swiss or anybody Japanese.

That's your problem.

>This may seem surprising to some here, but I suggest most corporations would
>feel the same way. Most/many/some (pick one) corporations have an attitude
>that the NSA is part of our government and ""we support our government"", as
>one very famous CEO put it to me one day.

I want to emphasize the I am not speaking for Beckman Instruments at this
point.  However, we are an international company, and I would like to think
that our customers come first, ahead of our government's whims.
--
Arthur L. Rubin: a_rubin@dsg4.dse.beckman.com (work) Beckman Instruments/Brea
216-5888@mcimail.com 70707.453@compuserve.com arthur@pnet01.cts.com (personal)
My opinions are my own, and do not represent those of my employer.
",6
"From: behanna@syl.nj.nec.com (Chris BeHanna)
Subject: Re: Riceburner Respect
Organization: NEC Systems Laboratory, Inc.
Lines: 14

In article <1993Apr15.141927.23722@cbnewsm.cb.att.com> shz@mare.att.com (Keeper of the 'Tude) writes:
>Huh?
>
>- Roid

	On a completely different tack, what was the eventual outcome of
Babe vs. the Bad-Mouthed Biker?

Later,
-- 
Chris BeHanna	DoD# 114          1983 H-D FXWG Wide Glide - Jubilee's Red Lady
behanna@syl.nj.nec.com	          1975 CB360T - Baby Bike
Disclaimer:  Now why would NEC	  1991 ZX-11 - needs a name
agree with any of this anyway?    I was raised by a pack of wild corn dogs.
",4
"Organization: Ryerson Polytechnical Institute
From: Mike Mychalkiw <ACAD8059@RyeVm.Ryerson.Ca>
Subject: Re: Cobra Locks
Distribution: usa
Lines: 33

Greetings netters,

Steve writes ... <about Cobra Locks>

Well I have the mother of all locks. On Friday the 16th of April I took
possesion of a 12' Cobra Links lock, 1"" diameter. This was a special order.

I weighs a lot. I had to carry it home and it was digging into my shoulder
after about two blocks.

I have currently a Kryptonite Rock Lock through the front wheel, a HD
padlock for the steering lock, a Master padlock to lock the cover to two
front spokes, and the Cobra Links through the rear swing arm and around a
post in an underground parking garage.

Next Friday the 30th I have an appointment to have an alarm installed on
me bike.

When I travel the Cobra Links and the cover and padlock stay at home.

By the way. I also removed the plastic mesh that is on the Cobra Links
and encased the lock from end to end using bicycle inner tubes (two of
them) I got the from bicycle dealer that sold me the Cobra Links. The
guys were really great and didn't mark up the price of the lock much
and the inner tubes were free.

Later.

-------------------------------------------------------------------------------
1992 FXSTC                            Rock 'N Roll Mike Mychalkiw
HOG                                   Ryerson Polytechnical Institute -
DoD #665 Just THIS side of HELL.      Academic Computing Information Centre
doh #0000000667 Just the OTHER side.  EMAIL : ACAD8059@RYEVM.RYERSON.CA
",4
"From: ji@cs.columbia.edu (John Ioannidis)
Subject: Re: Organized Lobbying for Cryptography
Organization: Columbia University Department of Computer Science
Distribution: na
Lines: 11

In article <1993Apr30.004519.7741@csus.edu> sphughes@sfsuvax1.sfsu.edu (Shaun P. Hughes) writes:
>
>Perhaps someone should ask Zippy the Pinhead for his opinion. :)
>

Yow! Am I ENCRYPTING yet?

Didn't we go over this guns'n'crypto discussion a few months ago? Must
we go over it again?

/ji
",6
"From: rob.welder@cccbbs.UUCP (Rob Welder) 
Subject: Thermoscan ear thermomete
Distribution: world
Organization: Cincinnati Computer Connection - Cincinnati, OH - 513-752-1055
Reply-To: rob.welder@cccbbs.UUCP (Rob Welder) 
Lines: 12

To: ashwin@cc.gatech.edu (Ashwin Ram)

AR>Does the ""Thermoscan"" instrument really work?  It is supposed to give you a

ABSOLUTELY!
Ya don't have to do the other end!
(it is accurate - but technique is important)

cccbbs!rob.welder@uceng.uc.edu
---
 . QMPro 1.02 41-4771 . See?... It only hurts for a little while!
                                                                      
",8
"From: vlasis@cybernet.cse.fau.edu (vlasis theodore)
Subject: Re: WARNING.....(please read)...
Organization: Cybernet BBS, Boca Raton, Florida
Lines: 20

neilson@seoul.mpr.ca (Robert Neilson) writes:

> [sorry for the 0 auto content, but ... ]
> 
> > That is why low-abiding citizens should have the power to protect themselve
> > and their property using deadly force if necessary anywhere a threat is 
> > imminent.
> >
> > Steve Heracleous
> 
> You do have the power Steve. You *can* do it. Why don't you? Why don't you
> go shoot some kids who are tossing rocks onto cars? Make sure you do a good
> job though - don't miss - 'cause like they have big rocks - and take it from
> me - those kids are mean.

Ditto,

I you dont do it yourself nobody, will.
Unless I am behind you, so both of us can shoot them bastards.

",3
"From: mss@netcom.com (Mark Singer)
Subject: Re: Bases loaded walk gives Reds win in 12
Organization: Netcom Online Communications Services (408-241-9760 login: guest)
Lines: 94

In article <C5xwAI.3nu@news.cso.uiuc.edu> hbrooks@uiatma.atmos.uiuc.edu (Harold_Brooks) writes:
>In article <mssC5xB3I.2CG@netcom.com> mss@netcom.com (Mark Singer) writes:

>> I don't pretend to understand
>>statistical analysis.
>
>Well, we agree on the last part.:-) 

Cool.  And thank you for an intelligent response devoid of the silly
name-calling of others.  :)


 One of the basic things you need to 
>have in a statistic to be able to predict a player's performance on it
>in the future is for there to be a correlation from year to year.  A 
>player's batting average is correlated fairly well from year to year.

OK.

>the basic problems with something like ""clutch"" batting average - overall
>batting average is that the correlation from year to year is almost zero. 
>Adding to the sample size doesn't seem to help much.

Actually, I think the large-scale sample size is part of the problem.
It seems to me that if we were to plot all the players in baseball
in regard to BA vs. Clutch BA deviation we would get some kind of
bell curve.  (The X-axis being the +/- deviation in clutch hitting
vs. non-clutch;  the Y-axis being the number of players.)  Certainly
there would be *some* players on the extreme ends of the bell.  My
*supposition* is that if we were to find the SAME players consistently
(year after year) at one end of the bell or the other, then we might
be able to make some reasonable conclusions about *those* players
(as opposed to all baseball players).

  As a counterexample to 
>what you showed, consider the following two players from 1984-1987:
>
>               Non-Clutch                      Clutch
>               AB      H       BA              AB      H       BA
> 
>Maldonado      1060    260     .245            254     78      .307
>Lemon          1643    457     .278            256     57      .223
>
>If you had had these two players in 1988, by your logic, in those ""clutch""
>situations, you'd bat Maldonado for Lemon in a blink of an eye.  Well, in 
>1988, Maldonado hit .267 in ""non-clutch"" and .190 in ""clutch"", while Lemon
>hit .254 in ""non-clutch"" and .313 in ""clutch"".  Before you accuse me of 
>completely cooking the data,

You won't hear those kind of accusations from me.  It is interesting
that you selected Maldonado, because he is someone whom I have also 
looked at.  He has been a very inconsistent hitter (in terms of BA),
hitting in 1989 - 92  .217, .273, .250, .272    Admittedly, he has
been traded between leagues as well as clubs.  His clutch hitting 
record is equally inconsistent.  So, for my purposes in 1993 I would
not draw any conclusions about his ability to hit in the clutch based
on his prior performance.  I don't know how I would have felt in 1988,
but you may indeed be right.  

When I looked at Sabo I found a more consistent record of hitting, and
a more consistent pattern of his clutch hitting being proportionately
below his non-clutch BA.  Ditto for Joe Carter.

This probably brings us to the heart of the disagreement I am having
with others on this topic.  Must any conclusion based on statistical
history be able to be applied broadly throughout a data base before
it has any validity?  Is it impossible (or irrational) to apply
statistical analysis to selected components of the data base?


>BTW, correlating players' _overall_ batting average from '84-'87 with
>'88 gives a correlation coefficient of 0.59, which is significant at
>something better than the 99.9% confidence level.  Correlating their
>(clutch-non-clutch BA) for the same period gives a correlation of 
>0.088, significant at no level of any interest.

I completely accept that reasoning.  Again, what if we were to find
the same individuals at each end of the spectrum on a consistent
basis? 

>Actually, it's technically incorrect to say that we can't predict future
>clutch performance.  It's more correct to say that we can't predict
>future clutch performance with any skill.
>
amen.



--	The Beastmaster


-- 
Mark Singer    
mss@netcom.com
",5
"From: u96_msopher@vaxc.stevens-tech.edu
Subject: Phils are still looking immaculate!
Lines: 18
Organization: Stevens Institute Of Technology





Ladies and gentleman,

	Step one was taken on the Phils' triumphant trip this year tonight!

			(Yes, that was English!)

	Mulholland's ERA after tonight's game? 0.00...nice try Drabek!





							NINJA JEW

",5
"From: NWZ96H@cheltenham-he.ac.uk (NWZ96H)
Subject: Hatley & Pirbhai help...
Lines: 12

Hello,

Has anyone used the Requirements Analsys methodology Hatley & Pirbhai ? I am
a British final year real-time degree student, and as a project I am covering
this methodology. I would be very grateful to anyone who could give me their
views on this method. Please mail me if you feel you can help, and I will send
you my questions.

Thanks in advance,

David Phelps	(nwz96h@chelt.ac.uk)

",7
"From: zowie@daedalus.stanford.edu (Craig ""Powderkeg"" DeForest)
Subject: Re: Quick question
Organization: Stanford Center for Space Science and Astrophysics
Lines: 8
NNTP-Posting-Host: daedalus.stanford.edu
In-reply-to: ssave@ole.cdac.com's message of Mon, 5 Apr 1993 21:14:57 GMT

In article <foo> ssave@ole.cdac.com (The Devil Reincarnate) writes:
    How do you take off the driver side door panel from the inside
   on an '87 Honda Prelude?  The speaker went scratchy, and I want
   to access its pins.

Why are you posting this tripe to rec.autos.vw?
--
DON'T DRINK SOAP! DILUTE DILUTE! OK!
",3
"Subject: Re: MVP '92 Revisited
From: grabiner@math.harvard.edu (David Grabiner)
 <9479@blue.cis.pitt.edu><1993Apr22.020832.11663@island.COM> <9709@blue.cis.pitt.edu><1r6hf4INNc16@gap.caltech.edu>
Organization: /etc/organization
Nntp-Posting-Host: germain.harvard.edu
In-reply-to: shippert@cco.caltech.edu's message of 22 Apr 1993 16:34:44 GMT
Lines: 46

In article <1r6hf4INNc16@gap.caltech.edu>, Tim Shippert writes:

> 	Ideally, DHs ""should"" be the strongest offensive players, because
> any schmoe can play DH if he can hit.  That would take care of position
> corrected anomolies such as Frank's.  Since that is not the case (and why
> not?  Is it always this way?) then we are going to have trouble finding the
> true value of DHs using the same models as that for position players.

There are several reasons for this difference.  The main reason is that
good hitters in their prime (such as Frank Thomas and Danny Tartabull)
are rarely regular DH's, even if they can't field; it's more commonly a
place to put aging veterans.

Another use of the DH slot is to help a player come back from injury
slowly, getting his bat in the lineup without forcing him to play in the
field.  I would expect such players to hit worse as DH's than they did
during the rest of the season.

A third factor is that most player who split time between DH and first
or the outfield don't hit as well as DH's for some reason.  Reggie
Jackson was a good example; in five years as a RF/DH for the Angels, he
hit like the old Reggie when he was in right.

The second and third factors will be lost if players are considered by
their primary position only; a player who plays 90 games in right and 60
at DH will count only in the right fielders' averages.

> 	A logical starting place would be to look at defensive replacement
> value (if you can find it) for 1B or LF or something.  We can assume that
> if forced to play defense they would play at true zero value, even though I
> doubt this is actually true for players like Winfield and Molitor.  This
> would let us ""discount"" the time they spend playing DH, because that
> forces the team to find another real fielder to play.

This makes sense; you might also look at it another way.  Although the
*average* offensive performance of a DH may be lower than for a left
fielder, the *replacement-level* offensive performance is certainly
lower; if you are a left fielder but can't hit well enough to keep a job
anywhere, then you certainly can't hit well enough to keep a job at DH.


--
David Grabiner, grabiner@zariski.harvard.edu
""We are sorry, but the number you have dialed is imaginary.""
""Please rotate your phone 90 degrees and try again.""
Disclaimer: I speak for no one and no one speaks for me.
",5
"From: bet@sbi.com (Bennett Todd @ Salomon Brothers Inc., NY )
Subject: Re: Source of random bits on a Unix workstation
Lines: 44
Nntp-Posting-Host: sandstorm

>>For your application, what you can do is to encrypt the real-time clock
>>value with a secret key.

Well, almost.... If I only had to solve the problem for myself, and were
willing to have to type in a second password (the secret key) whenever I
logged in, it could work. However, I'm trying to create a solution that
anyone can use, and which, once installed, is just as effortless to start up
as the non-solution of just using xhost(1) to control access. I've got
religeous problems with storing secret keys on multiuser computers.

>For a good discussion of cryptographically ""good"" random number
>generators, check out the draft-ietf-security-randomness-00.txt
>Internet Draft, available at your local friendly internet drafts
>repository.

Thanks for the pointer! It was good reading, and I liked the idea of using
several unrelated sources with a strong mixing function. However, unless I
missed something, the only source they suggested (aside from a hardware RNG)
that seems available, and unguessable by an intruder, when a Unix is
fresh-booted, is I/O buffers related to network traffic. I believe my
solution basically uses that strategy, without requiring me to reach into
the kernel.

>A reasonably source of randomness is the output of a cryptographic
>hash function (e.g., MD5), when fed with a large amount of
>more-or-less random data. For example, running MD5 on /dev/mem is a
>slow, but random enough, source of random bits; there are bound to be
>128 bits of entropy in the tens (or hundreds) of megabytes of data in
>a modern workstation's memory, as a fair amount of them are system
>timers, i/o buffers, etc.

I heard about this solution, and it sounded good. Then I heard that folks
were experiencing times of 30-60 seconds to run this, on
reasonably-configured workstations. I'm not willing to add that much delay
to someone's login process. My approach (etherfind|compress, skip 10K) takes
a second or two to run. I'm considering writing the be-all and end-all of
solutions, that launches the MD5, and simultaneously tries to suck bits off
the net, and if the net should be sitting __SO__ idle that it can't get 10K
after compression before MD5 finishes, use the MD5. This way I could have
guaranteed good bits, and a deterministic upper bound on login time, and
still have the common case of login take only a couple of extra seconds.

-Bennett
bet@sbi.com
",6
"From: zyeh@caspian.usc.edu (zhenghao yeh)
Subject: Ellipse Again
Organization: University of Southern California, Los Angeles, CA
Lines: 39
Distribution: world
NNTP-Posting-Host: caspian.usc.edu
Keywords: ellipse


Hi! Everyone,

Because no one has touched the problem I posted last week, I guess
my question was not so clear. Now I'd like to describe it in detail:

The offset of an ellipse is the locus of the center of a circle which
rolls on the ellipse. In other words, the distance between the ellipse
and its offset is same everywhere.

This problem comes from the geometric measurement when a probe is used.
The tip of the probe is a ball and the computer just outputs the
positions of the ball's center. Is the offset of an ellipse still
an ellipse? The answer is no! Ironically, DMIS - an American Indutrial
Standard says it is ellipse. So almost all the software which was
implemented on the base of DMIS was wrong. The software was also sold
internationaly. Imagine, how many people have or will suffer from this bug!!!
How many qualified parts with ellipse were/will be discarded? And most
importantly, how many defective parts with ellipse are/will be used?

I was employed as a consultant by a company in Los Angeles last year
to specially solve this problem. I spent two months on analysis of this
problem and six months on programming. Now my solution (nonlinear)
is not ideal because I can only reconstruct an ellipse from its entire
or half offset. It is very difficult to find the original ellipse from
a quarter or a segment of its offset because the method I used is not
analytical. I am now wondering if I didn't touch the base and make things
complicated. Please give me a hint.

I know you may argue this is not a CG problem. You are right, it is not.
However, so many people involved in the problem ""sphere from 4 poits"".
Why not an ellipse? And why not its offset?

Please post here and let the others share our interests 
(I got several emails from our netters, they said they need the
summary of the answers).

Yeh
USC
",0
"From: jdenune@pandora.sdsu.edu (John Denune)
Subject: Re: Car buying story, was: Christ, another dealer service scam...
Organization: San Diego State University, College of Sciences
Lines: 40
Distribution: usa
NNTP-Posting-Host: pandora.sdsu.edu
X-Newsreader: TIN [version 1.1 PL9]

Mark Monninger (markm@bigfoot.sps.mot.com) wrote:
: While not exactly a service incident, I had a similar experience recently  
: when I bought a new truck.
: I had picked out the vehicle I wanted and after a little haggling we  
: agreed on a price. I wrote them a check for the down payment plus tax
: and license and told them I'd be back that evening to pick up the truck.  
: When I returned, I had to wait about an hour before the finance guy could  
: get to me. When I finally got in there, everything went smoothly until he  
: started adding up the numbers. He then discovered that they had  
: miscalculated the tax & license by about $150. He then said he needed  
: another $150 from me. I said we had already agreed on a price and it was  
: their problem, I wasn't giving them any more money. The finance guy then  

A similar thing happend to me a year ago.  I bought a used Ford Bronco
(which has since been stolen...  :(  )  and few weeks after I paid
and took delivery, they sent a letter telling me they goofed and 
miscalculated the license renewal by $300 and that I need to send
in a check to ""avoid further delay"" in the processing of my registration.
The thing is, I had already received the pink slip from the DMV, so
I ignored it.  I received another letter and then the phone calls
started coming.  First from the finance guy and then from the general
manager, both hounding me for the extra money.  They left me alone
once I told them I already had the paperwork and pointed out the clause
in the contract that stated that the final price was just that: FINAL.
Afterall, they wouldn't budge if I had told them I wanted another
$300 off after the deal had been signed, right?  I told them not 
to call again and that I would not do business with them in the future.
They didn't seem to have a problem with that.  This, after all, was a
used Ford at a Toyota dealership.

I had a much better experience buying a new Pathfinder about a month
ago.  It certainly pays to buy a car on the last Sunday of the month.
It was even raining too, so they had done very little business that 
weekend and were really willing to deal.  I kept telling them I would
think about it, and they kept dropping the price.  Got a very good
deal and so far have been very please with the service.

---John
jdenune@pandora.sdsu.edu 

",3
"From: mitchell@nodecg.ncc.telecomwa.oz.au (Clive Mitchell)
Subject: Dataproducts LZR1260 not printing correctly
Organization: Regional Network Systems Group, Perth
Lines: 9

Just an apology in advance for posting a binary to this newsgroup.
I've had several attempts to mail it to the original poster but 
it's not getting through intact.

-- 
    _--_|\    Clive Mitchell               ph: +61 9 4916384
   /      \   Regional Network Systems     mitchell@telecomwa.oz.au
>> *_.--._/   Perth , Western Australia
         v
",1
"Subject: Looking for replacement for a JVC-disk
From: michael@pcmith.rks.se (Michael Thurbin)
Organization: Sommarvagen 1, S-352 37 Vaxjoe, SWEDEN
Lines: 22

Hi!
I got hold of an old Zenith 286 Laptop with model# ZWL-183-45

The hard-disk is dead but the rest seems to work. I took the Zenith apart and found a very strange
disk for wich I now try to replace.

The disk is marked JVC, model JD3824R00-1.
Has anyone any specs. on this disk or suggestion where i can find it or a cheap replacement for it.

Thanks for your help.

-- Michael

Michael Thurbin (michael@pcmith.rks.se)

-- 
**************************************************************************************************
Michael Thurbin
Sommarvagen 1		Phone: +46 (0)47021340
S-352 37 Vaxjoe		Fax:   +46 (0)47048978
SWEDEN
**************************************************************************************************
",2
"From: wlsmith@valve.heart.rri.uwo.ca (Wayne Smith)
Subject: Re: IDE vs SCSI
Organization: The John P. Robarts Research Institute, London, Ontario
Nntp-Posting-Host: valve.heart.rri.uwo.ca
Lines: 15

In article <1993Apr18.035941.14697@grebyn.com> richk@grebyn.com (Richard Krehbiel) writes:
>
>Heck, if IDE used DMA, then you'd hear all kinds of complaints about
>ISA bus systems with more than 16M RAM not working with their IDE
>drives.  16M is the DMA addressing limit of the ISA bus, and if IDE
>did DMA there would be trouble.

There would be no problems as long as the OS didn't set up a DMA transfer
to an area above the 16 mb area (the DMA controller probably can't be
programmed that way anyways, so there probably isin't a problem with this)

Besides, like I said before, the FDD controller uses DMA channel #2.
And I don't yet believe that the HDD controllers (any of them, MFM, RLL,
etc) don't also use DMA.

",2
"From: kfl@access.digex.com (Keith F. Lynch)
Subject: Re: My New Diet --> IT WORKS GREAT !!!!
Organization: Express Access Public Access UNIX, Greenbelt, Maryland USA
Lines: 58
NNTP-Posting-Host: access.digex.net

In article <19600@pitt.UUCP> geb@cs.pitt.edu (Gordon Banks) writes:
> Keith is the only person I have ever heard of that keeps the weight
> off without any conscious effort to control eating behavior.  ... most
> of us have to diet a lot to keep from going back to morbid obesity.

I attribute my success to several factors:

Very low fat.  Except when someone else has cooked a meal for me,
I only eat fruit, vegetables, and whole grain or bran cereals.  I
estimate I only get about 5 to 10 percent of my calories from fat.

Very little sugar or salt.

Very high fiber.  Most Americans get about 10 grams.  25 to 35 are
recommended.  I get between 50 and 150.  Sometimes 200.  (I've heard
of people taking fiber pills.  It seems unlikely that pills can
contain enough fiber to make a difference.  It would be about as
likely as someone getting fat by popping fat pills.  Tablets are
just too small, unless you snarf down hundreds of them daily.)

My ""clean your plate"" conditioning works *for* me.  Eating the last
10% takes half my eating time, and gives satiety a chance to catch
up, so I don't still feel hungry and go start eating something else.

I don't eat when I'm not hungry (unless I'm sure I'll get hungry
shortly, and eating won't be practical then).

I bike to work, 22 miles a day, year round.  Fast.  I also bike to
stores, movies, and everywhere else, as I've never owned a car.
I estimate this burns about 1000 calories a day.  It also helps
build and maintain muscle mass, prevent insulin resistance (diabetes
runs in my family), and increase my metabolism.  (Even so, my
metabolism is so low that when I'm at rest I'm most comfortable
with a temperature in the 90s (F), and usually wear a sweater if
it drops to 80.)  Cycling also motivates me to avoid every excess
ounce.  (Cyclists routinely pay a premium for cycling products that
weigh slightly less than others.  But it's easier and cheaper to trim
weight from the rider than from the vehicle.)

There's no question in my mind that my metabolism is radically
different from that of most people who have never been fat.  Fortunately,
it isn't different in a way that precludes excellent health.

Obviously, I can't swear that every obese person who does what I've
done will have the success I did.  But I've never yet heard of one who
did try it and didn't succeed.

> I think all of us cycle.  One's success depends on how large the
> fluctuations in the cycle are.  Some people can cycle only 5 pounds.

I'm sure everyone's weight cycles, whether or not they've ever been fat.
I usually eat extremely little salt.  When I do eat something salty,
my weight can increase overnight by as much as ten pounds.  It comes
off again over a week or two.
-- 
Keith Lynch, kfl@access.digex.com

f p=2,3:2 s q=1 x ""f f=3:2 q:f*f>p!'q  s q=p#f"" w:q p,?$x\8+1*8
",8
"From: leavitt@cs.umd.edu (Mr. Bill)
Subject: Re: How Big Is Too Big (was Re: 1st bike)
Organization: The Cafe at the Edge of the Universe
Lines: 42

azw@aber.ac.uk(Andy Woodward) writes:
azw>Weight and size over rough roads is a definite no-no. If is starts to
azw>drift, you aint going to catch it.

leavitt@cs.umd.edu (Mr. Bill) says:
mrb>If you're riding hard enough for this to be of concern, then yes, a
mrb>lighter bike is more beneficial.

ai598@cleveland.Freenet.Edu (Mike Sturdevant) writes:
ms>If you're not riding hard enough for this to be a concern, are you
ms>having any fun?

Sure.  I've never been much of a racerboy, as anybody who's attended the
Minibike Spectacular can attest.  ;^)  I get a great deal of satisfaction
in riding fast, yet now so fast as to be overly concerned about not being
able to maintain a clean line.  And while I'm still known to slide the
occasional tire, I much prefer to stay just to the sticky side of that
line.  I've found that I don't heal as well as I used to in days of yore.

BTW, how's the knee?

mrb>anyway.  Am I more likely to catch a 400 than a 250?  Not necessarily.
mrb>Tires, road surface and rider ability are a much more important criteria.

ms>Actually, big horsepower is just as likely to get you out of trouble
ms>when it ""Starts to Drift"" as your puny body mass pushing on stuff. A well
ms>placed push from 80 or 90 horsepower can do a lot to straighten or change
ms>in a beneficial way the trajectory of the bike/rider system. That's a 

Quite true.  Another plus for a 500+ bike, the original thread, I think.
Damn circular threads...  ;^)

ms>Go fast. Take chances.
ms>
ms>	Mike S.

Mr. Bill
-- 
+ Bill Leavitt, #224 +   '82 CBX ""White Lightning"", '82 GS850G ""Suzibago""   +
+ leavitt@cs.umd.edu + '76 CJ360 ""Little Honda"", '68 Lone Star ""Sick Leave"" +
+  DoD AMA ICOA NIA  + '69 Impala convertible ""The Incredible Hulk"", others +
+ ""Hmmm, I thought bore and stroke *was* the technique!"" Michael Bain, #757 +
",4
"From: egret@wet.UUCP (thomas helke)
Subject: How Can I Download Files/Graphics?
Organization: Wetware Diversions, San Francisco
Lines: 21

How can I find these files and graphics that people
are downloading from their Unix systems? Then, how
do I download them? I am a complete beginner in
this (obviously), so please baby-step me through
the process. First of all, I don't see amongst
these newsgroups where there is anything remotely
like a GIF, TIF, or compiled shareware program?

Thanks in advance for any information you can
give me. (I know there is a Unix command, ""ftp,""
that will allow me to do this, but first I
need to know where to go to find the file
I want download via ftp, etc.

Thomas Helke
egret@wet.UUCP 

//
::wq!
/

",0
